English,Bhili
shivaji established an able and progressive civil rule with well-organised administrative organisation.,शिवाजी ने सही ढंग थी सरकार न संगठन नी हाते एक ठीक ठाक अने अगाडी जावा न मनखु शासन बणावी।
the police team was from the specialist territorial support group.,पोलिस कि पूरी एस्पेश सूची टेरिटो रियल सपोट समूह से हाथी |
"modi ji: sunita ji, on the first day when you went for training, what happened?","मोदीजी: सुनिता जी: पेहलखी वखतें तमुं टेलिंग सिकवा हारूं गेली, तैर हुं, हुं थायूं।"
"in the punjab region, his authority was limited to the areas east of the ravi river.",पंजाब न इलाका मा तीना न अधिकार रावी नदी न पहला न इलाका तक हतो।
"after ascending the throne, shah planned to annex the rajput kingdoms, which declared independence after aurangzeb's death.",राज करवा हारू कुर्सी पर सही ने उन बादशाह ने हिंदुओं राज्यों ने जोडवा नी योजना बणावी जिनमा औरंगज़ेब नी मरण नी पासु आजादी नी घोषणा करी ।
"the coalition of parties, including the bjs, came together to form the janata party, which won the 1977 general elections.",पार्टियों ना गठबंधन बीजे इस ने हाथे जनता पार्टी बणावा हरु एक हाथे आया | विनय उनीश सो सत्तर ना आम चनाव जीतियो |
"according to kumar's elder son, amit kumar, kumar did a lot of charity and free shows for jawans and cancer patients but he never talked about it.",कुमार ना मोटा सोरा (बेटा ) अमित कुमार नी ताही कुमार ने जवानो अने केंसर नी बेमारो हारू घणो बदो दान अने मोलत शो करयो केमके तिनाने इना बारा माँ कदी वात नी करी |
"an inherited condition called wilson's disease causes the body to retain copper, as it is not excreted by the liver into the bile.",विल्सन नी बीमारी नामक एक धन दौलत मा माली एस्थिति ने कारण शरीर मा तांबा बाणी रे से अने यो थैली ने जरीये बाहर नी थाई से |
"at this hearing, ambedkar advocated separate electorates and reservations for untouchables and other religious communities.",इनी हुणवाई मा अम्बेडकर यी अछूतों हारू अन धार्मिक मनखा ने लेदे अलग सु णा व करा वानी घोषणा करी अन फेर तिनानी तिना हक़ मा सूरा आलवानी वात करी |
"however, narayan's health did not improve and he did not start writing novels.",परन्तु बाद मा नारायण नी बेमारी मा हुदार नी आया अन फेर ति नई उपन्यास भी लिखवा शुरू नी करया |
"so that the ideas that the youth of our country have, we can put those ideas on the ground.","तिनाथी अमारा देह ना तुवालु ना मेरे जी आइडिया से, तिहुआइडिया ने हमु जमी मा उतारी सकिये ।"
"realising that his recalled bihar forces would not reach agra in time to resist the advancing advance of the more determined aurangzeb, dara set about forging alliances, but found that aurangzeb had already sought the support of potential candidates.","ये महसूस करवा थाय कि तिनान पासा बोलाडी गई बिहार नी सेनाएं अन वदारे काठा थाय ग्या औरंगजेब नी आगे वदता ना विरोध करवा हारू समय पर आगरा नी पहुंचेंगी, दारा कई तरह थी गठबंधन बणावा मा जुट गया, पण तिनायी मळु कि औरंगजेब ने पहला ही संभावित उम्मीदवारों समर्थन मांगी लेदो हतो।"
"when chanakya was born, jain monks predicted that chanakya would one day grow up to help someone become an emperor and that he would be the real power behind the king.",तब चाणक्य नो जन्म थायो त्यो जैन (वानिया ) भिक्षा मागवा वाला नी भविष्यवाणी बोली करी हती थी कि चाणक्य एक दन मा मोटा थाई कोईने राजा बणावा मा मदद करहे अने राजा ना पसाड़ी हासी ताकत त्या होगा।
"india hosted the g20, held in several cities in india.",भारज यी जी-20 ने ऑर्गेनाइज करयू हिन्दुस्तान ना कई सहरों मां आर्गेनाईज करयु।
"he scored 120 in the fifth test in delhi, his fourth century in that series, and became the first indian to pass 4000 test runs.",तिनाहे दिल्ली मा पांचवे टेस्ट मा 120 (एक हो बी ) रण बणावीन तिनी श्रृंखला मा चारमो शतक लगाडयो अने 4000 टेस्ट रन पार करवा वाला पेलखा भारतीय बणया |
two roadside bombs in the arabi market killed 10 people and wounded 69.,अरबी हाट माँ रोड ने किनार हुवे बे बम फुटिया एमा दाह लोगा कि मौत थाई गई ऐवु साठ ने नौ घायल हो गये |
prithviraj's predecessors had faced several invasions by a muslim dynasty that had occupied the northwestern regions of the indian subcontinent by the 12th century.,पृथ्वीराज ना पूर्ववर्तियो -ने ऐवा तरकढा राजा नो कुल द्वारा करियु गयू घणु हमलों नो सामनो करवो पडियो हतो तिहुने 12वी शताब्दी तक भारतीय उपमहाद्वीप ना उत्तर-पश्चिमी क्षेत्रो पर कब्जो कर लिदो।
"he was later posted to the 4th battalion, 12th frontier force regiment in burma.",बाद माँ एहू ने बर्मा में १२ वी फ्रंटियर फ़ोर्स रेजिमेंट नी चौथी बटालियन माँ तैनात करायो ग्यो |
"in northern india, jahangir's forces under khurram's command defeated their other principal adversary, the raja of kangra, in 1615; his victories in the deccan further consolidated the empire.","उत्तरी भारत मा खुर्रम नी कमान मा जहांगीर नी सेना ने आपडा बिजा मोटा विरोधी , कांगडा नारा राजा ने 1615 मा हरावी दिदो दक्कन मा तिहुनी जीत मा राज पाट ने असली कर दिदु।"
gandhiji believed that india could develop only if the tribal society developed rapidly. i am satisfied that today our government is paying the highest attention to tribal upliftment.,गांधी जी यें मान्युं हतु कि जनजातियु समाजु खाली तेर स हदारी सके से । मने संतोष से के आज हमारी सरकार आदिवासी उथराई मा बदार थी ऊंसाई करीर्यी से ।
"before a formal'no case to answer'could be declared, the sino-indian war broke out and manekshaw was unable to attend due to the court proceedings.",ओपचारिक रूप थे जवाब देवा हरु कई मामलों नी घोषित करो जावा थे पहलों ही भारत चीन युद्ध /लड़ाई चिद थारू थाई गी आने अदालत /नी कार्यवाही नी कारन माने कशा इनमा भाग नी ली सके |
"he left an extensive kingdom in inheritance to his eldest son tipu sultan, which extended up to the krishna river in the north, the eastern ghats in the east, and the arabian sea in the west.",तीना ने आपडी बदा थी मोटो बेटा टीपू सुल्तान नीवाले राज्य में एक फैलाडे लो राज्य ने छोड़ो जैद उतर म कृष्णा नदी पहला थी उगमणी घाट अने बुडमणो मा अरब सागर तक फलाई लो हतो।
"on 31 december 1874, dayanand arrived in rajkot, gujarat, at the invitation of hargovind das dvarkadas, the secretary of the local prarthana samaj.",स्थान मां प्रार्थना लोग सचिव हरगोविंद दवारकादास जो बोला या आने 30 ने एक को मन एक अनेक आठ हाथ चल नो दयानंद गुजरात आने राजकोट पूगगयो
the charter act 1833 replaced the governor-general and council of fort william with the governor-general and council of india.,चार्टर एक्ट 1833 नो सरकार जनरल अने काउन्सिल ऑफ फोर्ट विलियम नी सरकार जनरल अने काउन्सिल ऑफ भारत थी बादल दे |
"with jayaprakash narayan as its spiritual guide, the janata alliance claimed that the election was the last chance for india to choose between ""democracy and dictatorship.""","नी हाथे जनता गटबंधन (गाठे जोडीन ) दावो कि दो के सुनाव भारत हारू ""लोकतंत्र और ताना शाही "" ना बस सुणवा नो आखरी मुकौ से |"
at least one officer is reported to have been involved in the brewing.,अधिकारियों बदले बे कोई बम से पोलिस निश्नो बनायो गयो इमा तान घायल होया |
"today, hundreds of start-ups are coming up in the space sector.",आजे सेकडु स्टार्ट अप्स स्पेस ना सेंटर मा आवीर्या से।
"if he is glorified, then the one who does not do corruption today also feels that it becomes a color of prestige in society, it is not bad to go on that path.","अगर तिनी वाहवाही थो ते जो आज रिश्वत नी लेतो ओहे तिन पण लागहे के यो ते समाज मा मान नो रंग बणी जाहे , तिनी वाटे जावा मां बुराई नी मले।"
"simultaneously, the maratha empire began to transform into a confederacy, with individual chiefs such as the holkars, the scindias, and the bhonsles of the nagpur empire becoming more powerful.",हाथे ही मराठा साम्राज्य एक संघ मा बदलवा लागिया जिनमा होलकर सिंधिया अने नागपुर साम्राज्य ना भोसले जेवा मनखू खास वदार ताकतवर थाई गया है।
"this eased tensions not only in the two countries, but also in south asia and the rest of the world arising from the 1998 nuclear tests.",एना न केवल बे देहो माँ ही नही पण दक्षिण एशिया आने बीजा दुनिया माँ उनीश सौ अड़ा नावेव माँ परमाणु परिक्षण हु८ पैदा तनाव ने भी कम करियु |
"in search of riches, he moved to sherpur in east bengal.",धन इक्ट्ठा करवा हारु जो उगमणी बंगाल म शेरफर नाही ग्यो ।
al-qaeda is currently holding seven french nationals hostage in the sahel and there is no confirmation that they have been killed.,अलमा फायदा ना आज नो साहेलो मा हाथ अंग्रेज नो बंधन बणायो अन इनो वात मा इने मार दे दो से
"reports say the suicide bomber, who was in a military uniform, boarded the bus and blew himself up, splitting it into two pieces.",रिपोट मा किदू कि खुद घात हमलो जेवु एक जवान वर्दी माँ था मोटर माँ छड़ी गयो ऐवु इने बे दुकड़ा मा बाटी ने खुद उड़ी लियो गयो |
"global institutions have increased their trust in india. i am confident that india's direction is right, india's pace is fast and india's dreams have potential.","ग्लोबल संस्थानु नो भारत थी भरोहो वदियो से । मने भरोहो से भारत नी दशा खरी से, भारत नी साळ घणी वदारे से अने भारत ना हपना मा बळवाळा कामु से।"
and we have worked to get rid of the concerns of global warming so that india becomes self-sufficient in the energy sector.,"अनें भारतईं ऊर्जां नां ईलाका मां जीवेंकरवानुं बणांवा हारूं global warming नीं चिंताओं थी, सुटो थावा हारूं हमुंईं काम करियुं से।"
i once again heartily appreciate this spirit of our nari-shakti.,"हुं, एक वारी फेर थी भारत नी बयरों नी ताकतियों नी भावनां नें मांरा दिल थी जोहार से।"
the pressure from the senior women increased so much that they could not be resisted for a long time.,पुरानी बयरोना दबाव शतरे बढी गयो कि लाम्बा समय तक तिना विरोध नी करी जाई सके ।
india's golden period is 2047. developed india is waiting for us.,भारत नो सुनहरा समय से २०४७ विकसित भारत यो अमारी वाट जोवी रयो से ।
lakhs and crores of rupees of middle-class families should be spent on sending their children to study abroad.,वसमावाळु परिवारन ना लाखों करोड़ों रुपया सोरां ने परदेह भणवा हारू मोकळवा मा खरस थाई जाये ।
"however, a year later daud khan rebelled and attempted to regain bengal.",टी हुई १५८१ ता फतेहपुर सीकरी ने एक सैन्य लड़ाई पर नथी सोड्या तहरे मिर्जा मुहम्मद हाकिम न पंजाब पर फेर यो हमलो दंगो करी दिदो से |
"his father was balaji vishwanath, the peshwa of chhatrapati shahu i, and his mother was radhabai barve.",इहुना पिता जी विश्वनाथ छत्रपति शाहू पेहला मोटा हता अने इहुना माताजी राधाबाई बर्वे हुती।
anarchy takes its course and the country suffers such a huge loss that we have to work hard to make up for it.,"anarchy नो रास्तों ली ले से अने तेर देश ने एतरां नुकसान थई जाए, जिन पुरों करवा मां नवा तरीका ही मीनत करवी पडहे ।"
"such people will be found in every part of india, and a large number of them are people who are working in the field of language.","ऐवां लोकुं भारत नां बिजा भाग मां मळी जाहीं, अन तिहुंयें थी मोटो ऑकड़ा से की ती आपडी भाषा उपर काम करी रियां से।"
the congress asked the people of india to celebrate 26 january as independence day.,कांग्रेस से भारत ना मनखा थी के दू कि 26 जनवरी ना दन आजादी ना दन ना रूप मा ख़ुशी मनाड वा के दू से |
the coalition parties were later merged to form the janata party under the guidance of gandhian leader jayaprakash narayan.,बाद मा जोड़ीं न दलों (झुण्ड )नो मेल करीन गांधीवादी नेता जय प्रकाश नारायण ना देख -रेख मा जनता पारटी नो गठो जोड़ियों |
"and i hope you all also come there, i will get a chance to talk a lot there.","अन आह करूं हुं, तमुं बदां बी जरूय वां आवों, तां घणीं हुदी वात करवां मां मनें मौखों मळहें।"
"salil chowdhury also recorded several songs such as ""koi hota jisko apna"" from the film mere apne and ""guzar jaaye din din"" for the film annadata.",सलिल चौधरी ने पण घणा गीत रिकॉर्ड करया जेवा कोई थाया जिनमा आपडू फिलम मारू आपडू से अने गुजरी गया दन दन ।
"assure good governance, assure them of law and order situation. let every state come forward in a healthy competition.",असल सरकार नु केवू । कानून अनी आदेश दशा हारू निनान भरोहे आलों । सब राज्य एक ताजा मुकाबला मां अगल आवे।
"and so the world should not be worried, as india moves forward, i assure the world community that you understand india's values.","एतरे दनिया फिकर नी करे, भारत ने अगल बढवा थी हू दनिया ना मनखान भरोहो देवाडू के तमु भारत ना संस्कार ने हमजो।"
"such laws can have no place in modern society and therefore, i would say, now the need of the hour is, now there should be a secular civil code in the country, we have spent 75 years in the communal civil code.","एवा कानून नों आज ना समाज मों कई जगां नी थई सके । ऐतरे हारू हू कू से हाउ टेम नी मांग से , हाउ देश मां एक secular civil code होवे हमुये communal civil code मां ७५ बरहा निकालया से।"
you can't compare his match with kamsky in april to the match we played here.,तमु अप्रेल माँ कामस्की नी हते तीना मैच नी तुलना तीना मैच थी नी करी सको त्या आ पुथी आँ रमला हता |
tipu sultan's fleet consisted of 11 commanders in the service of mir yam.,टीपू सुल्तान नी पाणीनी सैना नी व्यवस्था मंडल मा मीरयाम नी सेवा मा मोटा कमांडर भेला हुता।
"in the west, chandragupta's rule over present-day gujarat is attested by ashoka's inscription at junagadh.",बुडमणी दशा मा हमनी गुजरात ऊपर चन्द्रगुप्त ना शासन मा जूनागढ़ मा अशोक ना शिला लेख थी मले से |
this special day is an occasion to salute the contribution of nari-shakti in the development journey of the country.,यो खास दन देह नी वदारवा नी जात्रा मां बयरों नी ताक ने जौहारवा नो टेम से।
now we have decided to give rs 10 lakh to rs 20 lakh to the self-help group.,हाऊं हमुने सेल्फ हेल्प ग्रुप ने 10 लाख रुपिया थी 20 लाख रुपिया आलवा नी हामी करि से ।
nehru was a prominent leader of the indian nationalist movement in the 1930s and 1940s.,उनीस सौ तीन ने अने उन्नीस सौ चालीस ना दसको मा भारतीय राष्ट्रीय वादी लड़ाई ना प्रमुख नेता था
cctv cameras have been installed at the places where the exam question papers are printed and metal detectors have been installed in more than 2000 exam centres.,इना जगह पर केमरा लगी गयी अने परीक्षा ना कागदा छापतेला अने बे हजार ही घणा अधिक परीक्षा मा बैठावा नो घोटो बणाया
gaekwad then changed course and started marching towards satara.,इना बाद गायकवाड़ नी वाट बदली अने सतारा नी और बढ़वा लागे
"such a long period of slavery, oppressive rulers, unparalleled tortures, every trick to break the trust of ordinary human beings,","गुलामी नों ऐतरों मोटा टैम मां जुल्मी शासक, घणीजबर विनतीयां, हुदी थी हुदी से हुदी मनखुं नां भरोहें तोड़वा नी हर अंदाजों,"
"sunita devi: i want thousands of sisters to come forward and become drone didis like me, which will make me very happy.","सुनिता देवी : हुं साहं से कि हजार बुहनियों अगळ आवे अन म्हारां जेवी ड्रोन जीजी बणें, जिनथी घणीं खुसी थाय।"
"sunita devi: sir, we were trained at iffco company in phulpur, allahabad.",सुनिता जीजी:सर हमारी सिकण इलाहाबाद ना फुलपुर मां ईफक्को कपनी मां थाई हती।
"hyder ali, who was illiterate, is said to have been blessed with a prodigious memory and numerical prowess.",केदुकी हैदर अली मे ज्यों वगर भणेलो हतो से घणी वदु आद अने संख्यात्मक असल काम करवाणु वाहवाही थाई से
"and as i looked at these suggestions, my heart was rejoicing, what they wrote, some people said, suggested us to create a skill capital of the world.","अनें मैं जेर इनीं रॉय नें देखी हती, मांरों मन परसन थातेलों, तिन्हुयीं हुं लिखेलुं, कईंनां लोकुंईं दनियां नों स्किल कैपिटल बणांवा नीं रॉय हमांरी हामें मेली।"
"today, many big companies of the world want to invest in india.",आज विश्व नी घणी मोटा कारखना भारत मां निवेश करवा मांगे ।
"nur jahan married her daughter to shahryar, jahangir's youngest son by his concubine, with the intention of having a living male heir to the throne after jahangir's death.",नूरजहां ने आपडी पोरी ना विवा जहांगीर नी बिजी ओरत थी पैदा इहुना संबंधी नाना पोरिया शहर यार थी इना इरादा थी करियू कि जहांगीर ना मरवाने बाद सिंहासन पर अधिकार करवा हारू कई जीवता मनकु वारिस रे से।
it is a festival to remember his virtues.,तिन्हुंनें पुण्य हमकवानों यों तिहवार से।
"thousands of east pakistanis were killed, and about 10 million refugees fled to west bengal, a neighbouring indian state.",हजारों पूर्वी पाकिस्तान मारी नाख्या ग्या अने अदाज ती एक करोड़ नाहवा वाला पश्चिमी बंगाल एक पड़ोस वाला भारत राज्य मा नाही ग्या।
"and as always, the challenge this time around is what themes to include in the episode.","अन दरदन नी तरें, इना वखत पण ई तस्किलियों से कि एपिसोड मां कइना-कइना मामलाओं ने भेळां करया जाई।"
"for the common man, do two reforms, not saying much my friends.","मनखु हारु, बेरिफॉर्म करिये, वदारे नी की यो मारा हतवाळो साथियों।"
ray helped him find shooting locations in the countryside.,रे ने उने गांव न इलाका म शूटिंग न स्थान जोवा नी मदद करी।
"if the commitment to die for the country can lead to freedom, the commitment to live for the country can also lead to a prosperous india.","अगर देह हारूं मरवां नों वसन सुटकारों अलाड़ी सकयीं से, तें देह हारूं जीवा नों वसन समृद्ध भारत बी बणांवी सकयीं से।"
"they also captured the nearby chakan fort, and besieged it for a month and a half before breaching the walls.",तिहुना मेरे ना चाकन किला पर भी कब्जौ करी लियो अने भीतेडा ने पार करवाने इने मईना तक घेरी में राखियों।
"during his practice in the bombay high court, he endeavoured to promote education and upliftment of untouchables.",बंबई मोटी अदालत मा वकालत करवा नी वखते तिनोहे अछूतों नी भणतर ने बढावा देवा अने तिनाना विकास करवा नी कोशिश करी |
changes in the mindset of the society also sometimes become a cause of great challenge.,समाज नी बणावा मां पण बदलाव करवू केरा-केरा घणू मोटी आफत नू कारण बणी जाए से।
"alauddin's administration meted out brutal punishments to the families of the mutineers in delhi, including the murder of their children in front of their mothers.",अलाउद्दीन ना प्रशासन ना दल्ली मा बजावाला ना घेरवाला ने घणी मोटी सजा आली जिनामा आया हगुणे हामे इनामी चोरा चोरियों ने मारी नाख्या से।
