Unnamed: 0,Hindi,Mundari
79229,उसने जाते ही लीमन को पकड़ लिया और घर के भीतर ले गया।,अद् इनीः केः साब् कीः ची ओड़ाः तेः अदेर किआ ।
32788,"लेकिन मेरे MyGov पर एक e-mail आया, तो मेरा ध्यान गया।","मेनदो अइञअः My Gov रे मियद ई-मेल हिजुः लेना, दो अइञअः देयान सेनोः जना।"
49452,अब अगला बैठाक में शेर को बुलाते हैं।,आबु अयर दुनुब रे सिंह कुला बु राअइअ।
77012,"इनिःए मेनाकदा - ससंकिर दो ने लेकान विसुवास, अचार विचार, नेग दस्तुर, चइल चोलोन, ओड़ोः हुनरको गे तनअः (नेअको सोबेन जेताए एन जाति रेन होड़ो होबा कोआतेए नम जदा) ।","उन्होंने कहा है-संस्कृति एक तरह का विश्वास, आचार-विचार, नेग-दस्तूर, चाल-चलन और कुशलता ही है (ये सबकुछ उस जाति के आदमियों के द्वारा रचित रचनाओं से पता चलता हैं)।"
29910,और देश की एकता और अखंडता सुनिश्चित करने के लिए हमें प्रेरित भी करता है।,ओड़ोंः दिसुम रअः उकता अर अखंडता बबइ नङ अबुके प्रोरित बु तना।
54687,"उसका बेटा उनको समझा रहा है तब, जबाब में उससे कह रहा है-‘‘ तुम, बाबू, तुम क्या जानते हो ?","होनते कोड़ा कजि वुजवतना दो, इनिः मेतअइतना, ‘‘अम, बबु, चेनअःअ इतुअना ?"
20306,Chile Senate के Vice President का नाम रबिंद्रनाथ क्विन्टेरॉस है।,चिलि सेनाते रे Vice President रअः नुतुम रबिंद्रनाथ क्विन्टेरॉस तनअः।
81844,"तब नगपुरिया आदमी ने एक जोड़ा बनाया और क्या क्या बोला और बलिराम को कहा, ""इसे अपने कपड़ों से लपेट कर बाँध दो, मत खोना, वहाँ पहुँचकर डेरा घर में टाँग दो, बकरा बलि करते समय यह फेंका जाय।""।","एनतेदो नगुरि होड़ो मिअद् जोड़ाए बइकेदा अद् चेनअः चेनअःकोए कजिकेदा, अद् बलिरामए मेतअःइअ, ""नेअ अमअः लिजअःकोलोः पोटोमतम; अलोम अदेअ; हनरे तेबअःजनचि, डेरा ओड़अःरे हका-तमः मेरोमलङ बोंगाइ दिपिलि नेअ गिड़िओःका।"""
2341,हमारे पास पूँजी नहीं है।,अलेतः रे पूँजि बनोअः ।
36775,संपन्न बस्तियों के मुकाबले गरीब बस्तियों में सेवाओं की स्थिति कमज़ोर है।,किसड़ा टोला रेआ बाराबारी रे रेंगे टोला (गरीबी) रे सेवा रेआ दशा डालेकाले गेआ।
63163,"लेकिन वे फारों को हथौड़ा से मारने का काम पकड़े, इसलिए उनलोगो को लोहार जाति के लोग कहा जाता है।",मेनदो पा’ल कोटेः कमिको सब्केदा; एना मेनते बड़ाए जतिको मेनोःतना ।
8057,सभी मिलकर पेड़ों की छाया में खेलते हैं।,सोबेन हुंडि कोआते दरू रेअः उम्बुल रेको इनुङआ।
30505,"जरा उन दिनों को याद कीजिये, कैसा माहौल था | भांति-भांति के कितने लोग मैदान में आ गये थे |।","हुड़िङ एन दिन मुंड़ि के खेयाल रूवाड़ा लेपे, चिलका हला-जोला ताई केना। रोकोम-रोकोम रेन चिमिनंङ होड़ोको पिड़ि रेको हिजुअ लेना।"
74904,"लको-ये सब आप सही जानते हैं, किसी में भी मैंने आपको गलत साबित नही कर सका।",लको - ने सोबेनअः असलगेम इतुअना मिद चोकोएः रटि गलतिरे काइड.सबूति केदमेअ।
12512,लेकिन मेरे प्यारे प्रिय परिवारजनों।,"मेनदो अञअः दुलाड़ान ओड़अः रेन को,"
59009,"रइगड़ा - बच्चियों, कल कई सारी बातें कहे गये थे।","रइगड़ा - कजि, दाना, इसुगे दङ होला कजिजना।"
9864,शरीर पसीने से लथपथ हो गया।,होड़मो बालबाल दाः ते लतपत जना।
97424,पांचवी अनुसूची क्षेत्र में पेसा कानून के प्रावधान पत्थर पर लिख कर प्रत्येक ग्राम सभा में धूमधाम से पत्थलगड़ी की गयी ।,पांचवी अनुसूची क्षेत्र रे पेसा कानून रेअः प्रावधान ढिरि रे ओल केआते मिमियद ग्राम सभा रे धूमधाम ते पत्थलगड़ी रिका कना।
83547,इसीलिए माता पिता बोल रहे हैं कि उसकी शादी इसी साल किसी प्रकार से होवे।,एना मेनतेगे गंगा अपु किङ इनिअः अङ़नदि ने सिरमा जे'लेकातेगे होबओः काकिङ मेनजदा ।
77900,एन हलाजोला को रे राज गंगपुर रेन अएअः हगा जातिको जमींदार ओड़ो: ठीकादारकोअः इसु पुरअः सिगिद् ससात्ति रेको तइकेला ।,उसी के आस पास में उसने देखा कि राज गंगपुर के अपने भाई बन्धुओं को जमीन्दारों और ठीकादारों के द्वारा कई तरह के कष्ट और प्रताड़ना दिया करते थे।
87249,बुधनाथ शिखर तमाड़ प्रखण्ड के निकट बबैकुंडी ग्राम में पैदा हुए थे।,बुधनाथ शिखर तमाड़ प्रखण्ड जपाः बबैकुंडी हातु रे जोनोम लेना।
18660,मैं ‘मन की बात’ के माध्यम से सऊदी अरब सरकार का भी ह्रदय से आभार व्यक्त करता हूँ।,अइङ ' जी रा: जागार' होराते सऊदी अरब सरकार जीआतेञ जोआराइ ताना।
86210,इनि: दो अबुअ: रानि आते पुरअ: गेए: सुगड़ाअ:।,वह तो हमारी रानी से भी अतिसुंदर है।
5771,"जहां तक आत्मनिर्भरता का सवाल है, वह तो खुद अपने पैरों पर खड़े होने पर ही आयेगी। सरकार, माँ-बाप की तरह खड़ी रहने पर भी हमेशा नहीं खिलायेगी।","तिंगु दो आबु आपानेते तिंगुको एनाङ। सरकार एंगा-आपु लेका तिंगुआकान रेओ जाओ गेदो काए आजोमा, काएः तिः बाड़ाः।"
33211,सभी को राष्ट्रीय खेल दिवस की भी बहुत-बहुत शुभकामनाएँ।,जोतो को राष्ट्रीय इनुङ दिवस रअःओ इसु पुरअः जोआर रूअड़।
91518,आगे की योजना के तहत क्रांतिकारी सेना कुंअर सिंह से मुलाकात की।,अयर रेअः कमिको रोजोटोअ कद् लेकागे क्रांतिकारी फौद को कुंअर सिंह लोः को नपम जना।
18101,इस Hashtag के जरिए हमें अपने खिलाड़ियों को cheer करना है… उनका उत्साह बढ़ाते रहना है।,"नेअः Hashtag होराते अबु अबुअः खिलाड़ी कोके cheer रिका मेना, इनकुअः रसिका उसकुर कतेअः,"
74444,"नगुरी बुढ़ा-हां, समधि, इस राज में अधिकतर लोग मड़ुआ की रोटी ‘‘होलोड.’’ खाते हैं। आपलोग मड़ुआ की रोटी कम खाते हैं, हां या नहीं ?",नगुरि हडम -हे समदि; ने राजिरे पुरअःगे कोदे होलोड.ले जोजोमा। अपे दो कोदे होलोड. पुरअः कापे जोमतना; हे चि का?
40951,इनका निर्माण भी अधिकतर उस समय होता है जब ये तरल अथवा गैसीय अवस्था में दरारों के सहारे भू-पृष्ठ की ओर धकेले जाते हैं।,नेआ कोरअः बनइओ तिंबा ते एन सोमोय होबाओः तना ओको इमतङ नेआ तरल च गैसीय अवस्था रे दरार कोरअः होरा ते भू-पृष्ठ सअः ते उदुरोःआ।
32238,"साथियो, पानी को लेकर हमें इसी तरह अपनी सामूहिक जिम्मेदारियों को समझना होगा।","सोंगेको, दअः रअः इदि केते अबु के ने रोकोम रअः अपन सामूहिक जिम्मेदारी को के बुझावेन होबअःओ।"
87827,3) सामान्य कहानी इसी में सभी कहानियाँ वर्णित किए हैं।,3) सोंगाड़ा कानि नेरे गे सोबेन कानि कोए बरनिका कदा।
43572,एक व्यक्ति कन्नड़ और भारतीय या बंगाली और भारतीय अथवा तमिल और भारतीय या गुजराती और भारतीय जैसी दो-दो कहचानों के साथ आसानी से जीता है।,मियद् होड़ो कन्नड़ ओड़ोः भारतीय च बंगाली ओड़ोः भारतीय च तमिल ओड़ोः भारतीय च गुजराती ओड़ोः भारतीय लेकन बबरिया उनुरूम को लोःते रबलान गे घड़ि जना।
93091,इस हिसाब से मुण्डारी भाषा से लिखा हुआ व्याकरण के पुस्तके अच्छे गिनती में आना है।,एन हिसब ते मुण्डा जगर ते ओल तद व्याकरण पुथि को बेस लेकाओेआ।
17271,"उनकी बहादुरी और सतर्कता के बिना, हम उन प्रभावशाली उपलब्धियों को प्राप्त नहीं कर सकते थे जो हमने हासिल कर ली हैं।","अकोवा बहादुरी ओड़ोः सतर्कता बेगर, अबु एन प्रभावशाली उपलब्धी को कबु नाम केद तेया ओकोवा अबु नाम तदा।"
65277,"रिड़ु की पत्नी-ऐसा तो, बाबू नहीं होगा।","रिड़ुनिः-एनकादो, बबु, का होबत्र्प्र्रोत्र्प्र।"
76569,"नौवा - अब तो वे पुराने हो गए, दो का दाम एक रुपया होगा; अधिक तो नहीं।",नउअ - नाअःदो पुरनाजना; बरिअ रअः गोनोङ मोद् टका गोनोङ- ओअ; पुरअः दो कागे ।
86404,मुण्डारी साहित्य के अनुसर सन् 1830 ई0 के लगभग से पहले ही हमारे समुदाय में कितने ही रहन-सहन नेग दस्तुर लालन-पालन और बहुत सारी चीजें थीं।,"मुण्डारी साहिति लेकाते सन् 1830 ई0 हला जोला कोआ ते सिदा रे आबुआ गोट रे चिमिनुड. गे राइन जाइन नेग दस्तुर, आसुल आपासुलेन ओड़ोः जेगे जिनिस को ताइकेना।"
50149,"उराँव लोगों के बीच मुण्डारी भाषा का फैलाव निश्चित रुप से हुआ है, इस बात की पुष्टी हमें मिलती है।",उराङको रे मुण्डा जगर जरूड़ नेकाते गे परोम लेना मेनेअः पिचा नमोः तना।
64068,बिना दरकार का कौन पैरों को घिसेगा ?,बेगर दरकारे ओकोए कटाए हरेना ?
8642,सियासत हमेशा रंग बदलती रहती है।,सियासत सोबेन सोमाए नेद बादिलिआकान तइना।
86270,बुगिन बुगिन चीजिको राजा जोमे नूए मेन्तेए: ओमाइ तना।,वह अच्छी-अच्छी चीजें राजा को खाने-पीने के लिए देती है।
49104,बंडो पुसि उस घंटी से खेलना शुरु किया।,बंडो पुसि एन टिडिङ ते इनुङ एटेः जना।
50614,"कभी कभी वैद्यों में फलना जड़ी या पत्ता आदि फलना बीमारी में दवा का असर होता है कहके सपना देखते हैं, इसमें ‘‘मैंने बुरा सपना देखा’’ कहके नहीं कहते हैं, लेकिन मैंने दवाई का सपना देखा’’ कहते हैं, पता नहीं किसलिए, इसके बारे में मैं कह नहीं सकती।","मेद्सोबोः. ओड़ोः मिअद्इङ; उदुबपेतना, अयुमेपे।मिसा मिसा बइदिको, पलना रे‘द् च सकम एमन पलना दुकुरे रनु टोगोअ मेनतेको कुमुइअः एनारे “कुमुसितिरकद् लअःअइङ“ मेनते काको कजिअ, मेनदो रनुइङ कुमुनमअः को मेनेअ, इदुष्डोः चेनअः मेनते एनादो काइङ कजि दडिअ।"
79102,एक दिन वह घूमते-घूमते उसी कोटर के पास आ पहुंचा उसे मनुष्य की गन्ध मिली।,मुसिङ हुलङ होनोर बड़ा तनलो एन कुकुरुताः तेबाः केद् चि मेन जदा चि कोसाः रे मनोवा. मनोवागे सोवन जअः इया।
64114,दूसरे घर वालों ने भी पीया।,एटअः ओड़अःकोरेनकोदो पिटिका केदा।
21834,"इन सबके बीच, कोरोना से लड़ाई का मंत्र भी जरुर याद रखिए ‘दवाई भी – कड़ाई भी’।",ने सोबेन कोअः तला रे कोरोना ते लड़ाई रअः मोनतोर जरूड़ु गे पहमे पे ‘दवाई भी - कड़ाई भी।
8603,दो रोटी खाकर गहरी नींद सोया है।,बारिआ लाद जोमकेआते दुड़ुमउताराकानाएः।
44385,राजस्व इकट्ठ करने और उसे कंपनी को अदा करने का जिम्मा जमींदार की बजाय गाँव के मुखिया को सौंप दिया गया।,माल तसिल जमा मेनते आद् एना कम्पनि के हल रिका मेनते जमीन्दारअः बदलि रे हतुरेन मुखिया को ओमइआ।
51936,पूरा गांव के लोगों से ज्ञानी माने गए।,गोटा हातु रेन होड़ो कोअ ते सेंड़ान को हिसब किअ।
11207,का मोबाईल ने कॉलर टयून सुनाया।,मोबाइल कालर ट्यून आयुम रिका केदाएः।
34544,"दो दिन बाद ही कच्छ के लोग, अपना नया वर्ष, यानि आषाढ़ी बीज भी मनाने जा रहे हैं।","बरसिङ तयोमतेगे कच्छ रेन होड़ो को अपन:-नावा सिरमा (साल), माने आषाढ़ी बीज यो को मानातिइंअ।"
94344,ने लेकन मियाद उमियान अपवाद सरती कमि जबाला तना।,इस तरह का एक प्रसिद्ध अपवाद सत्य काम जाबाल का है।
82381,इस आसपास के बहुत गाँवो के लोगों को ठग कर बनिया मालिक बन जाते हैं।,ने होपोर जापाःको रेआ पुराः हातुको हिड़ि होसड़ो के आतेगे बाड़िया को मालिकि को बाइआकाना।
40726,सह्याद्रि तथा उससे सन्निध क्षेत्र को भी घाट या दर्रों के द्वारा ही पार कर पाना संभव है।,सहयाद्रि ओड़ोः एनाएते सटावकन टयद् कोकेयो घाट च दर्रा कोए तेगे परोम दड़िओःआ।
34342,एक अन्य पुरस्कार विजेता साइखौम सुरचंद्रा सिंह जी हैं।,मियद् ऐटा: पाराइज जिताव कनि साइखाैम सुरचंद्रा सिंह जी मेनाइञा।
11428,यह सब अनिल भाई के व्यक्तिगत संबंधों का प्रताप था।,नेआ सोबेनाः अनिल हागा लोः ताइनोः राः मेनाः।
75679,क्या अभी ही हमलोग कह देंगे।’’।,नाअःरे चिअःबु कजितअः।”
28217,"मुझे बराबर याद है भारतीय मज़दूर संघ के जनक और चिन्तक जिन्होंने श्रमिकों के लिए बहुत चिंतन किया, ऐसे श्रीमान दत्तोपन्त ठेंगड़ी कहा करते थे – एक तरफ़ माओवाद से प्रेरित विचार था कि “दुनिया के मज़दूर एक हो जाओ” और दत्तोपन्त ठेंगड़ी कहते थे “मज़दूरों आओ, दुनिया को एक करें”।","अयं जनवगे पहमेअ चि भारतीय मजदूर संघ बइ केनि अद उड़ुतनि इनि कमितनको मेनते पुरअःगे उड़ु बेड़ा केना, एनकागे मइनन दतोपन्त ठेंगड़ी कजि जद् तईकेना-मिद् सअःरे माओवाद ते टोलेन तईकेना चि ‘‘दुनियारेन कमितनको मोदेनपे’’ अद दत्तोपन्त ठेंगड़ी कजि तन तईकेना ‘‘कमितनको हिजुपे, दुनिया के मोदगे बु बइआ’’।"
32743,Post Office को भी बैंकिंग सेवाओं के लिए सजग कर दिया गया है।,चिटि ओडअः के ओ बैंकिंग सेवाको नङ मेनते चिरगला कदा।
27336,"जैसे digital world हो या IT profession हो ये start-up उन्हीं के लिए है! जी नहीं, हमें तो उसको भारत की आवश्यकताओं के अनुसार बदलाव लाना है।","चिल्का digital world च IT profession गे नेआ start-up इनकु लइते गे मेनअः! का गे,अबु के दो एनाके भारत रअः जरुरत लेकाते बदलि अगु लगतिड.ा।"
77679,नेअ गे मुण्डा जगर-गोट (मुण्डा भाषा-परिवार) कजिओः तना ।,इसी को मुण्डा भाषा परिवार कहा जाता है।
39299,प्रार्थना के बाद सभी कक्षा के अंदर प्रवेश करते हैं।,गोवारि होबा जन चि इतुसई ओड़ाः रेको बोलोआ।
49770,क्योंकि बिरसा नदी पहाड़ खेत मेरे लिए बोलके बोला था।,चिअ चि बिरसा गड़ाबुरू ओते अञा मेन्ते कजि लअ।
46868,इस खेल में दो टोलियाँ एक रस्से को विपरीत दिशा में खींचती हैं।,ने इनुङ रे बरिआ टोलाकिन मियद् पगा के विपरित दिसा रेकिन थउजेआ।
30092,"…यानी धन और किसी ख़ास कामना को लेकर नहीं, बल्कि मरीज की सेवा के लिए, दया भाव रखकर कार्य करता है, वो सर्वश्रेष्ठ चिकित्सक होता है |।",....यानि धन ओडो जांए खास कामना को इदि केआते का बलकी रोग होडो कोआ सेवा मेनते दया भाव जोगव केयाते कामि तना आए सर्वश्रेष्ठ चिकित्सक ताइना।
76779,"हड़ु की बेटी के लिए और ही एक आदमी अगुवाई करने के लिए आया और पूछे जाने पर हड़ु ने कहा,"" तुम्हारी बात को मैं बहुत ही पसन्द करता हूँ।","हड़ुअ- होनते कुड़ि मेनते ओड़ोःगे मिअद् होड़ो दुतम मेनतेए हिजुः लेना, अए कुलिकिः चि हड़ु मेनकेदा, ""अमअः कजि कूब्-गेङ सुकुतना ।"
13536,"देखते ही देखते हिन्दुस्तान के हर ब्लॉक में एक आदर्श ग्राम तैयार हो जाएगा, जो हमें गांव की सुख-सुविधा को बदलाव लाने के लिए हमें प्रेरणा दे सकता है, हमें नई दिशा दे सकता है और इसलिए इस "" सांसद आदर्श ग्राम योजना” के तहत हम आगे बढ़ना चाहते हैं ।","लेल गि लेल तन लोओ हिन्दुस्तान रे सोबेन ब्लाॅक रे मियद् आदर्श हातु तेयार होबा कोआ, जे आबुके हातु रेआ सुख - सुविधा रआ बदलाव आउ मेनते आबुके प्रेरणा एम दाड़िअए, आबु चिमिन नवा साह एम दाड़िआबु ओड़ो: एनामेनते नेया ""सांसद आदर्श हातु रआ जोजना"" रआ तहत आबु अयर बढ़ावेन सनाङ मेना।"
69082,सबसे ज्यादा ताजुब की बात यह है कि तराई के टांड़ में आकर मैंने क्या क्या किया और वह इतना सब देख लिया था ?,"पुरअःउतर अकदनदा कजि नेअगे, बुरु गोड़ाते चेनअः चेकाए हिजुःकते केना अद् अमिनङए लेलकिःइञअ ?"
63489,"दोनों लड़ाके बातचीत करने के लिए फिर से उनलोगों का पीछा किये और उनके खाना बनाने की जगह पर वे दोनों बैठ गये और एक लड़ाका उनलोगों से कह रहा है - ‘‘ऐ, भाईयों, हमलोग एक जाति ‘‘हो’’ हैं;","लड़का किङदो जगर मेनते ओड़ोःगेकिङ ओतोङकेद्कोअ अद् इनकु मनडितन तअःरेकिङ दुब्जना, अद् मिअद् लड़का मेतअकोतना, “ए’अ, हगाको; अबु मिद् जति हो’-कोगे;"
16395,"देश... बलिदान करने की जरूरत पड़ी, बलिदान देता रहा... कष्‍ट झेलने की जरूरत पड़ी, कष्‍ट झेलता रहा, जनांदोलन खड़ा करने की जरूरत पड़ी, जनांदोलन खड़ा करता रहा है।","दिसुम.......बलिदान मेनते जरुड़ु पड़व जना, बलिदान ओमाकान गे ताइन जना....बलय झेलव मेनते जरुड़ु होबा जना, (कष्ट) बलय झेलव होबाजना, जनआंदोलन तिंगु रिका रेआः जरुड़ु होबा जना, जनआंदोलन तंगु रिका तन गे ताइन जना ।"
6437,पिछली रात को बी.डी.ओ. साहब ने चुपके से एक आदमी उनके यहां भेजा था।,सेनोः जान निदा गे बी.डी.ओ. सायोब हापे-हापेते मिआद होड़ो आकिनताएः कुल लिः आ चि सेकेड़ाते-
9961,आप उसे किसी भी तरह देख सकते हैं।,अम इनिइ जाँ लेका तेओम लेल दड़िआइअ।
22322,कौशाम्बी जेल के कैदी हर सप्ताह अनेकों cover तैयार कर रहे हैं।,कौशाम्बी जेल रे कैदी हर सप्ताह आमुनङ cover को तेयार जदा।
50113,नगुरी बोली को ही 'नगुरी जगर' कहा जाता है और नगुरी बोलने वालों को ही 'नगुरी होड़ोको' और 'नगुरी मुण्डाको' के नामों से जाना जाता है।,नगुरी गे 'नगुरी जगर' ओ कजिओ:अ ओड़ो: नगुरी जगरतनको गे 'नगुरी होड़ोको' ओड़ो: 'नगुरी मुण्डाको' नुतुम तेओ को सुबाओ: तना।
21743,"लेकिन, लंबे समय तक यह माना जाता रहा कि गोवा में दफनाए गए उनके अवशेष 1930 के भूकंप में गायब हो गए थे।","लेकिन, पुराः सोमोय तक नेया मानतिंङ ताई तन केना चि गोवा रे तोपा जदा को ईनकुआ अवशेष 1930 रेन भूकंप रे आद जाना को।"
54000,हंसते समय में ही पाण्डेया उन दोनों के पास पहुंच गया और उनदोनों से पूछ रहा था-‘‘तुमदोनों क्यों हंस रहे हो ?’’।,"लनदा अउरि होकाएरेगे, पनडेअ तेबअःतद्किङअ अद्ए कुलिजद्किङअ, ‘‘चेकनअःबेन लनदातना?’’"
28228,उनकी यादों को ताज़ा करने का अवसर मिलेगा।,इनिअपहमको सुसति रेअः मोका नमोअ।
7070,बच्ची को पैसे पकड़ाते हुए बूढ़ा धीरे से अलग हो रहा है।,हाड़ाम बिरं एनाको ती रेः साबाइ तानलोः ते पारका हापेन ताना।
69942,ने दुरङ पुथि रेअ: दुरङको संगि पेड़े: ते दंड़ा जमाकना।,इस गीत पुस्तक के गीतों को बहुत ही मेहनत करके ढुंढ़ा गया है।
76235,दुकुरा-शान्त ! इसके बारे में मैंने तुमलोगों को नहीं बताया है।,दुकुरा-शान्त ! इसके बारे में मैंने तुमलोगों को नहीं बताया है।
63270,"गांव के आदमियों ने, इस बात को सुनकर, चलो, उनका शिकार किया जाये कहा गया।","होड़ोकोदो, ने कजि अयुम- केद्ते, दोलाबु, सेनदेराकोअको मेनकेदा ।"
89717,लेकिन उनके बच्चे कौन थे यह नही बताया जा सकता है।,"मेनदो इनकिनअः होनको ओकोएको तइकेना, नेया कबु उदुब् दड़िया।"
34888,"और ये ख़बरें आज देश में प्रमुखता से दिखाई भी जाती हैं, बताई जाती हैं और School, College में चर्चा में भी रहती हैं।",ओड़ो: खबर को दिसुम रे तिसिङ मुख्य रुपतरको लेल रिका जादा ओड़ो: School college कोरे को चर्चा जादा।
37185,हमारे घरों के करीब तो वे होती ही हैं और हम सप्ताह के किसी भी दिन और किसी भी समय इन दुकानों पर जा सकते हैं।,अबुअः ओड़अः जपअः रे दो एना ताइन गेआ ओड़ोः अबु हप्ता रअः जान दिन रेगे ओड़ोः जान सोमय ने दुकान रे सेन दड़िआबु।
700,"ये शिलाखण्ड महापाषाण (महा: बड़ा, पाषाण : पत्थर) नाम से जाने जाते हैं।","ने दिरि काण्डा महापाषाण (महा: मरङ, पाषाण : दिरि) लुतुमते सरिओतना।"
72685,औरते छोटे छोटे क्यारियों में बिचड़ा के लिए मड़ुआ छींट रही हैं।,कुड़िकोदो डइरे कोदेको बियंड़ाजदा ।
79468,वहाँ पहुँच कर देखते हैं कि वह एक राक्षस का घर है।,तेबः लेद्ाते लेल लः को दो एना दो मियद् मरंङ्ग रगोसाः ओड़ः।
91675,उनका विवाह इस तरह हुआ था।,इनिअः अड़ान्दिओ ने लेका होबा लेना।
90050,हमलोगों ने उस वर्ण का उपयोग नहीं किया ओर अपनी भाषा का रूप दे कर संस्कृत लिखा।,अबु एना ओलको काबुअःजना। अकोगे नेआ बनिते अकोअः तयोम जगर सोतोः बइतन संस्कृतको ओलकेदा।
65282,तुमलोगों का मतुरा और प्रचारक के बारे में।,मतुरगे त्र्प्रटकरलोपेत्र्प्रद् परचार ।
